#-----Data File Created By CP3 Data Retrieval------
#Serial Number: 1234512345
#Start Date: 2022-09-13 15:21:00 UTC
#Download Date: 2022-09-13 18:02:42 UTC
#Sample Rate: 128
#--------------------------------------------------
Timestamp UTC,Accelerometer X,Accelerometer Y,Accelerometer Z
2022-09-13 15:21:00,0.27473537454539,0.58558221780016,0.28647379644723
2022-09-13 15:21:00,0.40745618266366,0.59245237286851,0.27406720955117
2022-09-13 15:21:00,0.55367289852771,0.62734423379477,0.24103008987617
2022-09-13 15:21:00,0.65673034166223,0.64539150981660,0.19141974165197
2022-09-13 15:21:00,0.75122870911238,0.66336809603123,0.20799105027797
2022-09-13 15:21:00,0.85465772624736,0.69755257668798,0.30731820426498
2022-09-13 15:21:00,0.92861124531562,0.75088692423996,0.39013801182826
2022-09-13 15:21:00,0.94600679723591,0.76319019586948,0.40256849321777
2022-09-13 15:21:00,0.85959327835995,0.72556258127761,0.38595999676775
2022-09-13 15:21:00,0.74285270053703,0.67149135918667,0.41895912865072
2022-09-13 15:21:00,0.68276890312540,0.66221269218445,0.40653762076459
2022-09-13 15:21:00,0.63989327069783,0.65724243016792,0.37344117870172
2022-09-13 15:21:00,0.55413944594508,0.64741988321270,0.37342963143900
2022-09-13 15:21:00,0.48540431932336,0.63400673097508,0.37341007063451
2022-09-13 15:21:00,0.48093675457054,0.62600601369711,0.38994081770914
2022-09-13 15:21:00,0.52381302697251,0.63094678144418,0.40649192555625
2022-09-13 15:21:00,0.63913732320890,0.62555790628719,0.40647285859431
2022-09-13 15:21:00,0.71661779249602,0.64708822994738,0.40237051299239
2022-09-13 15:21:00,0.72630582961218,0.69491428616398,0.41486767647537
2022-09-13 15:21:00,0.70994826554676,0.72624359697675,0.39424563721900
2022-09-13 15:21:00,0.65433235287515,0.72495090011777,0.35702071515036
2022-09-13 15:21:00,0.61973023590680,0.70826548782891,0.32390183239820
2022-09-13 15:21:00,0.61526395110279,0.70020578201203,0.30734191104132
2022-09-13 15:21:00,0.64074563154607,0.69279903672539,0.28664453617531
2022-09-13 15:21:00,0.68352821047993,0.69374237115054,0.28664293623930
2022-09-13 15:21:00,0.75635132817400,0.69938771439940,0.32801092545484
2022-09-13 15:21:00,0.77412389387715,0.72757748937348,0.34874356822168
2022-09-13 15:21:00,0.82908059240636,0.70104299789371,0.35696254044120
2022-09-13 15:21:00,0.79495126260579,0.70414566589559,0.29492619064830
2022-09-13 15:21:00,0.73124938140478,0.72255561238541,0.28669279128125
2022-09-13 15:21:00,0.68437737145617,0.72944644905528,0.28257296479164
2022-09-13 15:21:00,0.65424089931744,0.72085023685276,0.28255933761211
2022-09-13 15:21:00,0.62363275996613,0.69241432938796,0.28250884259577
2022-09-13 15:21:00,0.61850534109650,0.65661591804070,0.28657897403703
2022-09-13 15:21:00,0.61793806049261,0.63286727226488,0.31962540106435
2022-09-13 15:21:00,0.65578172744827,0.60595544701505,0.32784501325828
2022-09-13 15:21:00,0.68991265718484,0.60277904333954,0.34851802751180
2022-09-13 15:21:00,0.71586344494310,0.61532997039301,0.39403885734560
2022-09-13 15:21:00,0.75370567195636,0.58848450724946,0.43948547152497
2022-09-13 15:21:00,0.76188565394107,0.57276455008784,0.41877398949862
2022-09-13 15:21:00,0.71482721701783,0.57161627870971,0.35673074611916
2022-09-13 15:21:00,0.64722665160390,0.60570041802375,0.29061833126004
2022-09-13 15:21:00,0.58827565547046,0.64400015181418,0.25760363841258
2022-09-13 15:21:00,0.60158321631839,0.66407123243246,0.22868569139103
2022-09-13 15:21:00,0.63590505285040,0.66872747691876,0.19146478302415
2022-09-13 15:21:00,0.66994308908685,0.66151677208452,0.17490342172487
2022-09-13 15:21:00,0.68315487654987,0.67768627575662,0.18320510312140
2022-09-13 15:21:00,0.67069727664618,0.69328240520626,0.18737141092560
2022-09-13 15:21:00,0.67107445042264,0.70916153498345,0.19153723874899
2022-09-13 15:21:00,0.67116878386516,0.71312947403591,0.19154461231635
2022-09-13 15:21:00,0.67535286830963,0.70924849485860,0.18740074520145
2022-09-13 15:21:00,0.65367793854075,0.69690250475811,0.20392475868311
2022-09-13 15:21:00,0.61973439574041,0.70807377507745,0.21635715999582
2022-09-13 15:21:00,0.61526779094919,0.70002881639529,0.20806990574682
2022-09-13 15:21:00,0.64074883141808,0.69265156537811,0.20391786509655
2022-09-13 15:21:00,0.67060150326126,0.68938082826008,0.22459103934367
2022-09-13 15:21:00,0.70938834464848,0.70215576710218,0.23702072076518
2022-09-13 15:21:00,0.72650169620922,0.70251835373751,0.22874741368290
2022-09-13 15:21:00,0.72669036309425,0.71045423184243,0.22876216081763
2022-09-13 15:21:00,0.70967166496323,0.71404483712482,0.22877017435939
2022-09-13 15:21:00,0.70539244710824,0.71399474508649,0.25358833567662
2022-09-13 15:21:00,0.68799657520075,0.70170622059169,0.24943052139499
2022-09-13 15:21:00,0.69180300588796,0.68196823233929,0.25352982711851
2022-09-13 15:21:00,0.69133149866898,0.66212116350965,0.24935662572775
2022-09-13 15:21:00,0.71662355226563,0.64682278152228,0.25346250505063
2022-09-13 15:21:00,0.72546194842475,0.65896688053623,0.28243864064309
2022-09-13 15:21:00,0.73839089555382,0.66322519348360,0.28658186778359
2022-09-13 15:21:00,0.73829720208571,0.65922776016168,0.27002916000047
2022-09-13 15:21:00,0.72546306837995,0.65891526556468,0.25348430576552
2022-09-13 15:21:00,0.69561007654957,0.66220074981744,0.24108379862627
2022-09-13 15:21:00,0.70853918367224,0.66645168919744,0.24109069221284
